pot_number,original_number,tomb,cemetery,cem_condensed,shape,additional,open_closed,height,diamter,rim_diameter,period,date_range,start_date,end_date,ave_date,century,tomb_century,tomb_period,import,import_origin,imitation,imitation_origin,antique,1100,1090,1080,1070,1060,1050,1040,1030,1020,1010,1000,990,980,970,960,950,940,930,920,910,900,890,880,870,860,850,840,830,820,810,800,790,780,770,760,750,740,730,720,710,700,690,680,670,660,650,640,630,620,610
3846,7,123,NC,NC,Kotyle,,O,,,,EO,710-670,710,670,690,7th,8th,G,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.25,0.25,0.25,0,0,0,0,0,0,0
3847,8,123,NC,NC,Aryballos,,C,,,,EO,710-670,710,670,690,7th,8th,G,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.25,0.25,0.25,0,0,0,0,0,0,0
3848,9,123,NC,NC,Aryballos,,C,,,,LO,670-630,670,630,650,7th,8th,G,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.25,0.25,0.25,0,0,0
3849,1,125,NC,NC,Oinochoe,,C,18.7,,,MG,790-745,790,745,767.5,8th,8th,MG,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.222222222,0.222222222,0.222222222,0.222222222,0.111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3850,2,125,NC,NC,Lekythos,,C,24,,,MG,790-745,790,745,767.5,8th,8th,MG,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.222222222,0.222222222,0.222222222,0.222222222,0.111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3851,3,125,NC,NC,Pithos,Four-handled pithos,C,34,,16.5,MG,790-745,790,745,767.5,8th,8th,MG,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.222222222,0.222222222,0.222222222,0.222222222,0.111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3852,4,125,NC,NC,Lid,Conical lid,,11,22,,MG,790-745,790,745,767.5,8th,8th,MG,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.222222222,0.222222222,0.222222222,0.222222222,0.111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3853,5,125,NC,NC,Krater,Miniature pedestal krater,O,,,,MG,790-745,790,745,767.5,8th,8th,MG,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.222222222,0.222222222,0.222222222,0.222222222,0.111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3854,6,125,NC,NC,Krater,Miniature pedestal krater,O,14.7,,10.8,MG,790-745,790,745,767.5,8th,8th,MG,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.222222222,0.222222222,0.222222222,0.222222222,0.111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3855,7,125,NC,NC,Pithos,Four-handled pithos,C,40.3,,18,MG,790-745,790,745,767.5,8th,8th,MG,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.222222222,0.222222222,0.222222222,0.222222222,0.111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3856,8,125,NC,NC,Pithos,Two-handled pithos,C,44,,17.5,MG,790-745,790,745,767.5,8th,8th,MG,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.222222222,0.222222222,0.222222222,0.222222222,0.111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3857,9,125,NC,NC,Lid,Conical lid,,10.8,21,,MG,790-745,790,745,767.5,8th,8th,MG,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.222222222,0.222222222,0.222222222,0.222222222,0.111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3858,10,125,NC,NC,Lid,Conical lid,,,25,,MG,790-745,790,745,767.5,8th,8th,MG,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.222222222,0.222222222,0.222222222,0.222222222,0.111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3859,11,125,NC,NC,Lid,Domed lid,,5.5,21.5,,MG,790-745,790,745,767.5,8th,8th,MG,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.222222222,0.222222222,0.222222222,0.222222222,0.111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3860,12,125,NC,NC,Jug,Juglet,C,,,,MG-LG,790-710,790,710,750,8th,8th,MG,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0,0,0,0,0,0,0,0,0,0,0
3861,13,125,NC,NC,Jug,Miniature jug-aryballos,C,,,,MG,790-745,790,745,767.5,8th,8th,MG,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.222222222,0.222222222,0.222222222,0.222222222,0.111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3862,14,125,NC,NC,Cup,Small cup,O,4.3,,5.7,MG,790-745,790,745,767.5,8th,8th,MG,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.222222222,0.222222222,0.222222222,0.222222222,0.111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3863,15,125,NC,NC,Lekanis,,O,4.6,,21,MG,790-745,790,745,767.5,8th,8th,MG,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.222222222,0.222222222,0.222222222,0.222222222,0.111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3864,16,125,NC,NC,Lekythos,,C,,,,Cypriot BoR I (Jones850-750),850-750,850,750,800,8th,8th,MG,Y,Cyprus,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3865,1,126,NC,NC,Pithos,Four-handled pithos,C,,,10.7,LG,745-710,745,710,727.5,8th,8th,O,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142857143,0.285714286,0.285714286,0.285714286,0,0,0,0,0,0,0,0,0,0,0
3866,2,126,NC,NC,Lid,Domed lid,,4.5,19.5,,LG-EO,745-670,745,670,707.5,8th,8th,O,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.066666667,0.133333333,0.133333333,0.133333333,0.133333333,0.133333333,0.133333333,0.133333333,0,0,0,0,0,0,0
3867,3,126,NC,NC,Jug,,C,,,,LG,745-710,745,710,727.5,8th,8th,O,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142857143,0.285714286,0.285714286,0.285714286,0,0,0,0,0,0,0,0,0,0,0
3868,4,126,NC,NC,Pithos,Polychrome pithos,C,,,,O,710-630,710,630,670,7th,8th,O,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0,0,0
3869,5,126,NC,NC,Other,Closed vessel,,,,,O,710-630,710,630,670,7th,8th,O,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0,0,0
3870,6,126,NC,NC,Cup,,O,12,,,LO,670-630,670,630,650,7th,8th,O,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.25,0.25,0.25,0,0,0
3871,7,126,NC,NC,Oinochoe,Standed oinochoe,C,32,,,LO,670-630,670,630,650,7th,8th,O,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.25,0.25,0.25,0,0,0
3872,8,126,NC,NC,Cup,,O,7,,8.2,LO,670-630,670,630,650,7th,8th,O,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.25,0.25,0.25,0,0,0
3873,9,126,NC,NC,Lid,Domed lid,,,9.5,,LG-EO,745-670,745,670,707.5,8th,8th,O,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.066666667,0.133333333,0.133333333,0.133333333,0.133333333,0.133333333,0.133333333,0.133333333,0,0,0,0,0,0,0
3874,10,126,NC,NC,Bowl,Bird bowl,O,,,,LG-O,745-630,745,630,687.5,7th,8th,O,Y,East Greek,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.043478261,0.086956522,0.086956522,0.086956522,0.086956522,0.086956522,0.086956522,0.086956522,0.086956522,0.086956522,0.086956522,0.086956522,0,0,0
3875,11,126,NC,NC,Oinochoe,Flat-bottomed oinochoe,C,,,,Early Corinthian,625-600,625,600,612.5,7th,8th,O,Y,Corinth?,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.4,0.4
3876,12,126,NC,NC,Lid,,,,,,LO,670-630,670,630,650,7th,8th,O,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.25,0.25,0.25,0,0,0
3877,13,126,NC,NC,Pithos,Two-handled pithos,C,,,,LO,670-630,670,630,650,7th,8th,O,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.25,0.25,0.25,0,0,0
3878,1,129,NC,NC,Pithos,Four-handled pithos,C,40.2,,18,MG,790-745,790,745,767.5,8th,9th,EG,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.222222222,0.222222222,0.222222222,0.222222222,0.111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3879,2,129,NC,NC,Aryballos,,C,8.4,,,MG,790-745,790,745,767.5,8th,9th,EG,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.222222222,0.222222222,0.222222222,0.222222222,0.111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3881,4,129,NC,NC,Cup,,O,10,,12,EG-MG,810-745,810,745,777.5,8th,9th,EG,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.153846154,0.153846154,0.153846154,0.153846154,0.153846154,0.153846154,0.076923077,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3882,5,129,NC,NC,Pithos,Necked pithos,C,40.5,,18,EG-MG,810-745,810,745,777.5,8th,9th,EG,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.153846154,0.153846154,0.153846154,0.153846154,0.153846154,0.153846154,0.076923077,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3883,6,129,NC,NC,Kalathos,Kalathos-lid,O,5.1,15,,EG-MG,810-745,810,745,777.5,8th,9th,EG,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.153846154,0.153846154,0.153846154,0.153846154,0.153846154,0.153846154,0.076923077,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3884,7,129,NC,NC,Other,Bird vase,,,,,LO,670-630,670,630,650,7th,9th,EG,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.25,0.25,0.25,0,0,0
3885,1,132,NC,NC,Pithos,Two-handled pithos,C,,,,LG-EO,745-670,745,670,707.5,8th,9th,EG,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.066666667,0.133333333,0.133333333,0.133333333,0.133333333,0.133333333,0.133333333,0.133333333,0,0,0,0,0,0,0
3886,2,132,NC,NC,Aryballos,Miniature aryballos,C,,,,O,710-630,710,630,670,7th,9th,EG,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0,0,0
3887,3,132,NC,NC,Pithos,Four-handled pithos,C,39,,23.5,MG,790-745,790,745,767.5,8th,9th,EG,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.222222222,0.222222222,0.222222222,0.222222222,0.111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3888,4,132,NC,NC,Pithos,Four-handled pithos,C,,,18,MG,790-745,790,745,767.5,8th,9th,EG,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.222222222,0.222222222,0.222222222,0.222222222,0.111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3889,5,132,NC,NC,Pithos,Four-handled pithos,C,34.4,,,MG,790-745,790,745,767.5,8th,9th,EG,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.222222222,0.222222222,0.222222222,0.222222222,0.111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3890,6,132,NC,NC,Pithos,Four-handled pithos,C,46.5,,18.5,LG,745-710,745,710,727.5,8th,9th,EG,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142857143,0.285714286,0.285714286,0.285714286,0,0,0,0,0,0,0,0,0,0,0
3891,7,132,NC,NC,Pithos,Two-handled pithos,C,44.5,,17.5,LG,745-710,745,710,727.5,8th,9th,EG,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142857143,0.285714286,0.285714286,0.285714286,0,0,0,0,0,0,0,0,0,0,0
3892,8,132,NC,NC,Pithos,Two-handled pithos,C,39.6,,13.5,EO,710-670,710,670,690,7th,9th,EG,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.25,0.25,0.25,0,0,0,0,0,0,0
3893,9,132,NC,NC,Pithos,Straight-sided pithos,C,48.5,,34,MM I,2050-1900,2050,1900,1975,,9th,EG,,,,,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3893.1,9a,132,NC,NC,Lid,Flat lid,,4.7,42,,MM I,2050-1900,2050,1900,1975,,9th,EG,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3894,10,132,NC,NC,Pithos,Four-handled pithos,C,42,,16,LG,745-710,745,710,727.5,8th,9th,EG,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142857143,0.285714286,0.285714286,0.285714286,0,0,0,0,0,0,0,0,0,0,0
3895,11,132,NC,NC,Pithos,Necked pithos,C,34.5,,19,LO,670-630,670,630,650,7th,9th,EG,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.25,0.25,0.25,0,0,0
3896,12,132,NC,NC,Pithos,,C,46,,13.5,LG,745-710,745,710,727.5,8th,9th,EG,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142857143,0.285714286,0.285714286,0.285714286,0,0,0,0,0,0,0,0,0,0,0
3897,13,132,NC,NC,Lid,Conical lid,,12,26,,MG,790-745,790,745,767.5,8th,9th,EG,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.222222222,0.222222222,0.222222222,0.222222222,0.111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3898,14,132,NC,NC,Lid,Conical lid,,14.5,23.7,,MG,790-745,790,745,767.5,8th,9th,EG,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.222222222,0.222222222,0.222222222,0.222222222,0.111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3899,15,132,NC,NC,Lid,Domed lid,,6.8,24.7,,MG,790-745,790,745,767.5,8th,9th,EG,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.222222222,0.222222222,0.222222222,0.222222222,0.111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3900,16,132,NC,NC,Lid,Domed lid,,,26,,MG,790-745,790,745,767.5,8th,9th,EG,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.222222222,0.222222222,0.222222222,0.222222222,0.111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3901,17,132,NC,NC,Lid,Domed lid,,7.1,25,,MG,790-745,790,745,767.5,8th,9th,EG,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.222222222,0.222222222,0.222222222,0.222222222,0.111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3902,18,132,NC,NC,Lid,Domed lid,,7.7,25.7,,MG,790-745,790,745,767.5,8th,9th,EG,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.222222222,0.222222222,0.222222222,0.222222222,0.111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3903,19,132,NC,NC,Lid,Domed lid,,6.6,25,,MG,790-745,790,745,767.5,8th,9th,EG,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.222222222,0.222222222,0.222222222,0.222222222,0.111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3904,20,132,NC,NC,Lid,Domed lid,,7.2,24.3,,MG,790-745,790,745,767.5,8th,9th,EG,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.222222222,0.222222222,0.222222222,0.222222222,0.111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3905,21,132,NC,NC,Lid,Conical lid,,8.5,17,,LG-EO,745-670,745,670,707.5,8th,9th,EG,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.066666667,0.133333333,0.133333333,0.133333333,0.133333333,0.133333333,0.133333333,0.133333333,0,0,0,0,0,0,0
3906,22,132,NC,NC,Lid,Domed lid,,5.9,21.3,,MG,790-745,790,745,767.5,8th,9th,EG,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.222222222,0.222222222,0.222222222,0.222222222,0.111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3907,23,132,NC,NC,Lid,Domed lid,,7,24,,MG,790-745,790,745,767.5,8th,9th,EG,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.222222222,0.222222222,0.222222222,0.222222222,0.111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3908,24,132,NC,NC,Cup,,O,10.1,,13.6,LG-EO,745-670,745,670,707.5,8th,9th,EG,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.066666667,0.133333333,0.133333333,0.133333333,0.133333333,0.133333333,0.133333333,0.133333333,0,0,0,0,0,0,0
3909,25,132,NC,NC,Cup,,O,,,14,LG-EO,745-670,745,670,707.5,8th,9th,EG,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.066666667,0.133333333,0.133333333,0.133333333,0.133333333,0.133333333,0.133333333,0.133333333,0,0,0,0,0,0,0
3910,26,132,NC,NC,Cup,,O,,,,LG,745-710,745,710,727.5,8th,9th,EG,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142857143,0.285714286,0.285714286,0.285714286,0,0,0,0,0,0,0,0,0,0,0
3911,27,132,NC,NC,Oinochoe,,C,,,,Attic MG II,800-760,800,760,780,8th,9th,EG,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.25,0.25,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3912,28,132,NC,NC,Cup,,O,9.7,,13,MG,790-745,790,745,767.5,8th,9th,EG,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.222222222,0.222222222,0.222222222,0.222222222,0.111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3913,29,132,NC,NC,Pithos,Polychrome pithos,C,,,,MO,670-630,670,630,650,7th,9th,EG,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.25,0.25,0.25,0,0,0
3914,30,132,NC,NC,Pithos,Polychrome pithos,C,,,,MO,670-630,670,630,650,7th,9th,EG,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.25,0.25,0.25,0,0,0
3915,31,132,NC,NC,Pithos,,C,,,,EO,710-670,710,670,690,7th,9th,EG,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.25,0.25,0.25,0,0,0,0,0,0,0
3916,32,132,NC,NC,Cup,Small cup,O,4.9,,7,LG,745-710,745,710,727.5,8th,9th,EG,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142857143,0.285714286,0.285714286,0.285714286,0,0,0,0,0,0,0,0,0,0,0
3917,33,132,NC,NC,Other,Ajoure animal tail,,2.3,,,O,710-630,710,630,670,7th,9th,EG,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0,0,0
3918,34,132,NC,NC,Jug,Juglet,C,,,5,O,710-630,710,630,670,7th,9th,EG,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0,0,0
3919,35,132,NC,NC,Lid,Conical lid,,8.9,20.5,,LG,745-710,745,710,727.5,8th,9th,EG,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142857143,0.285714286,0.285714286,0.285714286,0,0,0,0,0,0,0,0,0,0,0
3920,36,132,NC,NC,Lid,Conical lid,,7.5,,16.5,EO,710-670,710,670,690,7th,9th,EG,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.25,0.25,0.25,0,0,0,0,0,0,0
3921,37,132,NC,NC,Cup,,O,10.4,,12.5,MG,790-745,790,745,767.5,8th,9th,EG,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.222222222,0.222222222,0.222222222,0.222222222,0.111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3922,38,132,NC,NC,Larnax,Minoan bathtub larnax,,,38,,LM IIIA-B,1390-1190,1390,1190,1290,,9th,EG,,,,,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
