pot_number,original_number,tomb,cemetery,cem_condensed,shape,additional,open_closed,height,diamter,rim_diameter,period,date_range,start_date,end_date,ave_date,century,tomb_century,tomb_period,import,import_origin,imitation,imitation_origin,antique,1100,1090,1080,1070,1060,1050,1040,1030,1020,1010,1000,990,980,970,960,950,940,930,920,910,900,890,880,870,860,850,840,830,820,810,800,790,780,770,760,750,740,730,720,710,700,690,680,670,660,650,640,630,620,610
5630,8,KT:2,KT,OTHER,Pithos,,C,58,,,PGB-EO,840-670,840,670,755,8th,9th,PGB,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0,0,0,0,0,0,0
5631,9,KT:2,KT,OTHER,Pithos,,C,43,,,PGB-EO,840-670,840,670,755,8th,9th,PGB,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0,0,0,0,0,0,0
5632,10,KT:2,KT,OTHER,Pithos,,C,53,,,EO,710-670,710,670,690,7th,9th,PGB,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.25,0.25,0.25,0,0,0,0,0,0,0
5633,11,KT:2,KT,OTHER,Pithos,,C,53,,,MG,790-745,790,745,767.5,8th,9th,PGB,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.222222222,0.222222222,0.222222222,0.222222222,0.111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5634,12,KT:2,KT,OTHER,Pithos,,C,,,,PGB-EO,840-670,840,670,755,8th,9th,PGB,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0,0,0,0,0,0,0
5635,13,KT:2,KT,OTHER,Pithos,,C,,,,PGB-EO,840-670,840,670,755,8th,9th,PGB,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0,0,0,0,0,0,0
5636,14,KT:2,KT,OTHER,Pithos,,C,,,,PGB-EO,840-670,840,670,755,8th,9th,PGB,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0,0,0,0,0,0,0
5637,15,KT:2,KT,OTHER,Pithos,,C,37,,,LG,745-710,745,710,727.5,8th,9th,PGB,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142857143,0.285714286,0.285714286,0.285714286,0,0,0,0,0,0,0,0,0,0,0
5638,16,KT:2,KT,OTHER,Pithos,,C,61,,,LG,745-710,745,710,727.5,8th,9th,PGB,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142857143,0.285714286,0.285714286,0.285714286,0,0,0,0,0,0,0,0,0,0,0
5639,17,KT:2,KT,OTHER,Pithos,,C,63,,,EO,710-670,710,670,690,7th,9th,PGB,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.25,0.25,0.25,0,0,0,0,0,0,0
5640,18,KT:2,KT,OTHER,Pithos,,C,27,,,PGB-EO,840-670,840,670,755,8th,9th,PGB,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0,0,0,0,0,0,0
5641,19,KT:2,KT,OTHER,Krater,Pedestalled krater,O,55,,,MG,790-745,790,745,767.5,8th,9th,PGB,Y?,Cyclades,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.222222222,0.222222222,0.222222222,0.222222222,0.111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5642,20,KT:2,KT,OTHER,Krater,Pedestalled krater,O,23,,,MG,790-745,790,745,767.5,8th,9th,PGB,Y?,Cyclades,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.222222222,0.222222222,0.222222222,0.222222222,0.111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5643,21,KT:2,KT,OTHER,Amphora,,C,23,,,PGB-EO,840-670,840,670,755,8th,9th,PGB,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0,0,0,0,0,0,0
5644,22,KT:2,KT,OTHER,Amphora,,C,35,,,PGB-EO,840-670,840,670,755,8th,9th,PGB,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0,0,0,0,0,0,0
5645,23,KT:2,KT,OTHER,Amphora,,C,,,,PGB-EO,840-670,840,670,755,8th,9th,PGB,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0,0,0,0,0,0,0
5646,24,KT:2,KT,OTHER,Hydria,,C,29,,,PGB-EO,840-670,840,670,755,8th,9th,PGB,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0,0,0,0,0,0,0
5647,25,KT:2,KT,OTHER,Hydria,,C,33,,,PGB-EO,840-670,840,670,755,8th,9th,PGB,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0,0,0,0,0,0,0
5648,26,KT:2,KT,OTHER,Hydria,,C,,,,PGB,840-810,840,810,825,9th,9th,PGB,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0.333333333,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5649,27,KT:2,KT,OTHER,Jug,One-handled jug,C,29,,,PGB-EO,840-670,840,670,755,8th,9th,PGB,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0,0,0,0,0,0,0
5650,28,KT:2,KT,OTHER,Jug,One-handled jug,C,24,,,PGB-EO,840-670,840,670,755,8th,9th,PGB,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0,0,0,0,0,0,0
5651,29,KT:2,KT,OTHER,Jug,One-handled jug,C,32,,,PGB-EO,840-670,840,670,755,8th,9th,PGB,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0,0,0,0,0,0,0
5652,30,KT:2,KT,OTHER,Oinochoe,Trefoil-lipped oinochoe,C,,,,PGB-EO,840-670,840,670,755,8th,9th,PGB,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0,0,0,0,0,0,0
5653,31,KT:2,KT,OTHER,Oinochoe,Trefoil-lipped oinochoe,C,11.5,,,PGB-EO,840-670,840,670,755,8th,9th,PGB,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0,0,0,0,0,0,0
5654,32,KT:2,KT,OTHER,Jug,Fragmentary jug,C,,,,PGB-EO,840-670,840,670,755,8th,9th,PGB,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0,0,0,0,0,0,0
5655,33,KT:2,KT,OTHER,Jug,,C,,,,PGB-EO,840-670,840,670,755,8th,9th,PGB,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0,0,0,0,0,0,0
5656,34,KT:2,KT,OTHER,Jug,Spherical jug with basket handles,C,34,,,LG,745-710,745,710,727.5,8th,9th,PGB,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142857143,0.285714286,0.285714286,0.285714286,0,0,0,0,0,0,0,0,0,0,0
5657,35,KT:2,KT,OTHER,Jug,Spherical jug with basket handles,C,32,,,LG,745-710,745,710,727.5,8th,9th,PGB,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142857143,0.285714286,0.285714286,0.285714286,0,0,0,0,0,0,0,0,0,0,0
5658,36,KT:2,KT,OTHER,Jug,Spherical jug with basket handles,C,32,,,LG,745-710,745,710,727.5,8th,9th,PGB,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142857143,0.285714286,0.285714286,0.285714286,0,0,0,0,0,0,0,0,0,0,0
5659,37,KT:2,KT,OTHER,Jug,Spherical jug with basket handles,C,32.5,,,LG,745-710,745,710,727.5,8th,9th,PGB,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142857143,0.285714286,0.285714286,0.285714286,0,0,0,0,0,0,0,0,0,0,0
5660,38,KT:2,KT,OTHER,Jug,Spherical jug with basket handles,C,32,,,LG,745-710,745,710,727.5,8th,9th,PGB,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142857143,0.285714286,0.285714286,0.285714286,0,0,0,0,0,0,0,0,0,0,0
5661,39,KT:2,KT,OTHER,Lid,Shield lid with single loop handle,,,23,,PGB-EO,840-670,840,670,755,8th,9th,PGB,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0,0,0,0,0,0,0
5662,40,KT:2,KT,OTHER,Lid,Shield lid with single loop handle,,,24,,PGB-EO,840-670,840,670,755,8th,9th,PGB,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0,0,0,0,0,0,0
5663,41,KT:2,KT,OTHER,Lid,Shield lid with single loop handle,,,23,,PGB-EO,840-670,840,670,755,8th,9th,PGB,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0,0,0,0,0,0,0
5664,42,KT:2,KT,OTHER,Lid,Shield lid with single loop handle,,,26,,PGB-EO,840-670,840,670,755,8th,9th,PGB,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0,0,0,0,0,0,0
5665,43,KT:2,KT,OTHER,Lid,Shield lid with single loop handle,,,25,,PGB-EO,840-670,840,670,755,8th,9th,PGB,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0,0,0,0,0,0,0
5666,44,KT:2,KT,OTHER,Lid,Shield lid with single loop handle,,,25.5,,PGB-EO,840-670,840,670,755,8th,9th,PGB,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0,0,0,0,0,0,0
5667,45,KT:2,KT,OTHER,Lid,Shield lid with single loop handle,,,26,,PGB-EO,840-670,840,670,755,8th,9th,PGB,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0,0,0,0,0,0,0
5668,46,KT:2,KT,OTHER,Lid,Shield lid with single loop handle,,,23,,PGB-EO,840-670,840,670,755,8th,9th,PGB,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0,0,0,0,0,0,0
5669,47,KT:2,KT,OTHER,Lid,Shield lid with single loop handle,,,25,,PGB-EO,840-670,840,670,755,8th,9th,PGB,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0,0,0,0,0,0,0
5670,48,KT:2,KT,OTHER,Lid,Shield lid with single loop handle,,,25,,PGB-EO,840-670,840,670,755,8th,9th,PGB,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0,0,0,0,0,0,0
5671,49,KT:2,KT,OTHER,Lid,Pierced dish - probably lid,,,19,,PGB-EO,840-670,840,670,755,8th,9th,PGB,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0,0,0,0,0,0,0
5672,50,KT:2,KT,OTHER,Lid,Pierced dish - probably lid,,,20,,PGB-EO,840-670,840,670,755,8th,9th,PGB,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0,0,0,0,0,0,0
5673,51,KT:2,KT,OTHER,Lid,Pierced dish - probably lid,,,20,,PGB-EO,840-670,840,670,755,8th,9th,PGB,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0,0,0,0,0,0,0
5674,52,KT:2,KT,OTHER,Lid,Pierced dish - probably lid,,,19,,PGB-EO,840-670,840,670,755,8th,9th,PGB,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0,0,0,0,0,0,0
5675,53,KT:2,KT,OTHER,Lid,Pierced dish - probably lid,,,20,,PGB-EO,840-670,840,670,755,8th,9th,PGB,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0,0,0,0,0,0,0
5676,54,KT:2,KT,OTHER,Lid,Pierced dish - probably lid,,,22,,PGB-EO,840-670,840,670,755,8th,9th,PGB,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0,0,0,0,0,0,0
5677,55,KT:2,KT,OTHER,Pyxis,,C,15,,,PGB-EO,840-670,840,670,755,8th,9th,PGB,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0,0,0,0,0,0,0
5678,56,KT:2,KT,OTHER,Pyxis,,C,15,,,PGB-EO,840-670,840,670,755,8th,9th,PGB,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0,0,0,0,0,0,0
5679,57,KT:2,KT,OTHER,Pyxis,,C,,,,PGB-MG,840-745,840,745,792.5,8th,9th,PGB,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105263158,0.105263158,0.105263158,0.105263158,0.105263158,0.105263158,0.105263158,0.105263158,0.105263158,0.052631579,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5680,58,KT:2,KT,OTHER,Flask,Spherical flask of Cypriot shape,C,13.5,,,LG,745-710,745,710,727.5,8th,9th,PGB,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142857143,0.285714286,0.285714286,0.285714286,0,0,0,0,0,0,0,0,0,0,0
5681,59,KT:2,KT,OTHER,Flask,Spherical flask of Cypriot shape,C,13,,,LG,745-710,745,710,727.5,8th,9th,PGB,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142857143,0.285714286,0.285714286,0.285714286,0,0,0,0,0,0,0,0,0,0,0
5682,60,KT:2,KT,OTHER,Flask,Spherical flask of Cypriot shape,C,9.5,,,LG,745-710,745,710,727.5,8th,9th,PGB,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142857143,0.285714286,0.285714286,0.285714286,0,0,0,0,0,0,0,0,0,0,0
5683,61,KT:2,KT,OTHER,Flask,Spherical flask of Cypriot shape,C,10,,,LG,745-710,745,710,727.5,8th,9th,PGB,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142857143,0.285714286,0.285714286,0.285714286,0,0,0,0,0,0,0,0,0,0,0
5684,62,KT:2,KT,OTHER,Flask,Spherical flask of Cypriot shape,C,8.5,,,LG,745-710,745,710,727.5,8th,9th,PGB,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142857143,0.285714286,0.285714286,0.285714286,0,0,0,0,0,0,0,0,0,0,0
5685,63,KT:2,KT,OTHER,Flask,Spherical flask of Cypriot shape,C,,,,LG,745-710,745,710,727.5,8th,9th,PGB,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142857143,0.285714286,0.285714286,0.285714286,0,0,0,0,0,0,0,0,0,0,0
5686,64,KT:2,KT,OTHER,Flask,Spherical flask of Cypriot shape,C,16,,,LG,745-710,745,710,727.5,8th,9th,PGB,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142857143,0.285714286,0.285714286,0.285714286,0,0,0,0,0,0,0,0,0,0,0
5687,65,KT:2,KT,OTHER,Flask,Spherical flask of Cypriot shape,C,31,,,PGB-EO,840-670,840,670,755,8th,9th,PGB,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0,0,0,0,0,0,0
5688,66,KT:2,KT,OTHER,Aryballos,,C,8.4,,,PGB-EO,840-670,840,670,755,8th,9th,PGB,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0,0,0,0,0,0,0
5689,67,KT:2,KT,OTHER,Aryballos,,C,6.5,,,PGB-EO,840-670,840,670,755,8th,9th,PGB,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0,0,0,0,0,0,0
5690,68,KT:2,KT,OTHER,Aryballos,,C,3,,,PGB-EO,840-670,840,670,755,8th,9th,PGB,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0,0,0,0,0,0,0
5691,69,KT:2,KT,OTHER,Jug,Miniature jug,C,,,,PGB-EO,840-670,840,670,755,8th,9th,PGB,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0,0,0,0,0,0,0
5692,70,KT:2,KT,OTHER,Jug,Miniature jug,C,,,,PGB-EO,840-670,840,670,755,8th,9th,PGB,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0,0,0,0,0,0,0
